question_id,question_text,exam,paper,subject,chapter,topic,subtopic,difficulty,question_type,skip,skip_reason
Q_6_16,What is the sum of the roots of the quadratic equation 3x² - 9x + 5 = 0?,CDS,Mathematics,Algebra,Algebra,Quadratic Equations,Properties of Roots,Easy,MCQ,FALSE,
Q_6_17,"If tan θ = 4/3, what is the value of sin θ + cos θ?",CDS,Mathematics,Trigonometry,Trigonometry,Trigonometric Ratios,Basic Trigonometric Identities,Medium,MCQ,FALSE,
Q_6_18,"What is the distance of the point (3, 4) from the origin?",CDS,Mathematics,Geometry,Geometry,Coordinate Geometry,Distance Formula,Easy,MCQ,FALSE,
Q_6_19,The area of a circle is 154 cm². What is its radius? (Take π = 22/7),CDS,Mathematics,Mensuration,Mensuration,Area and Perimeter,Circles,Medium,MCQ,FALSE,
Q_6_20,"If x + 1/x = 5, what is the value of x² + 1/x²?",CDS,Mathematics,Algebra,Algebra,Algebraic Identities,Powers of Expressions,Medium,MCQ,FALSE,
Q_6_21,What is the HCF of the numbers 12 and 18?,CDS,Mathematics,Arithmetic,Arithmetic,Number System,HCF and LCM,Easy,MCQ,FALSE,
Q_6_22,A shopkeeper allows a discount of 10% on the marked price of Rs. 200. What is the selling price?,CDS,Mathematics,Arithmetic,Arithmetic,Profit and Loss,Discount,Easy,MCQ,FALSE,
Q_6_23,"What is the compound interest on Rs. 10,000 at 10% per annum for 2 years compounded annually?",CDS,Mathematics,Arithmetic,Arithmetic,Simple and Compound Interest,Compound Interest,Medium,MCQ,FALSE,
Q_6_24,What is the angle of elevation of the top of a tower of height 100m from a point 100m away from its base?,CDS,Mathematics,Trigonometry,Trigonometry,Heights and Distances,Angle of Elevation/Depression,Medium,MCQ,FALSE,
Q_6_25,What is the probability of getting a head when tossing a fair coin?,CDS,Mathematics,Statistics,Statistics,Probability,Basic Probability,Easy,MCQ,FALSE,
Q_6_26,"What is the standard deviation of a constant dataset {5, 5, 5, 5}?",CDS,Mathematics,Statistics,Statistics,Measures of Dispersion,Standard Deviation,Easy,MCQ,FALSE,
Q_6_27,"If 2^x = 32, what is the value of x?",CDS,Mathematics,Algebra,Algebra,Exponents,Solving Exponential Equations,Easy,MCQ,FALSE,
Q_6_28,What is the value of log₁₀ 1000?,CDS,Mathematics,Algebra,Algebra,Logarithms,Basic Logarithmic Properties,Easy,MCQ,FALSE,
Q_6_29,The arithmetic mean of first 10 prime numbers is:,CDS,Mathematics,Statistics,Statistics,Measures of Central Tendency,Arithmetic Mean,Medium,MCQ,FALSE,
Q_6_30,A train running at a speed of 60 km/h crosses a static telephone pole in 9 seconds. What is the length of the train?,CDS,Mathematics,Arithmetic,Arithmetic,"Time, Speed and Distance",Problems on Trains,Medium,MCQ,FALSE,
Q_6_31,What is the sum of the roots of the quadratic equation 3x² - 9x + 5 = 0?,CDS,Mathematics,Algebra,Algebra,Quadratic Equations,Properties of Roots,Easy,MCQ,FALSE,
Q_6_32,"If tan θ = 4/3, what is the value of sin θ + cos θ?",CDS,Mathematics,Trigonometry,Trigonometry,Trigonometric Ratios,Basic Trigonometric Identities,Medium,MCQ,FALSE,
Q_6_33,"What is the distance of the point (3, 4) from the origin?",CDS,Mathematics,Geometry,Geometry,Coordinate Geometry,Distance Formula,Easy,MCQ,FALSE,
Q_6_34,The area of a circle is 154 cm². What is its radius? (Take π = 22/7),CDS,Mathematics,Mensuration,Mensuration,Area and Perimeter,Circles,Medium,MCQ,FALSE,
Q_6_35,"If x + 1/x = 5, what is the value of x² + 1/x²?",CDS,Mathematics,Algebra,Algebra,Algebraic Identities,Powers of Expressions,Medium,MCQ,FALSE,
Q_6_36,What is the HCF of the numbers 12 and 18?,CDS,Mathematics,Arithmetic,Arithmetic,Number System,HCF and LCM,Easy,MCQ,FALSE,
Q_6_37,A shopkeeper allows a discount of 10% on the marked price of Rs. 200. What is the selling price?,CDS,Mathematics,Arithmetic,Arithmetic,Profit and Loss,Discount,Easy,MCQ,FALSE,
Q_6_38,"What is the compound interest on Rs. 10,000 at 10% per annum for 2 years compounded annually?",CDS,Mathematics,Arithmetic,Arithmetic,Simple and Compound Interest,Compound Interest,Medium,MCQ,FALSE,
Q_6_39,What is the angle of elevation of the top of a tower of height 100m from a point 100m away from its base?,CDS,Mathematics,Trigonometry,Trigonometry,Heights and Distances,Angle of Elevation/Depression,Medium,MCQ,FALSE,
Q_6_40,What is the probability of getting a head when tossing a fair coin?,CDS,Mathematics,Statistics,Statistics,Probability,Basic Probability,Easy,MCQ,FALSE,
Q_6_41,"What is the standard deviation of a constant dataset {5, 5, 5, 5}?",CDS,Mathematics,Statistics,Statistics,Measures of Dispersion,Standard Deviation,Medium,MCQ,FALSE,
Q_6_42,"If 2^x = 32, what is the value of x?",CDS,Mathematics,Algebra,Algebra,Exponents,Solving exponential equations,Easy,MCQ,FALSE,
Q_6_43,What is the value of log₁₀ 1000?,CDS,Mathematics,Algebra,Algebra,Logarithms,Basic Logarithm Properties,Easy,MCQ,FALSE,
Q_6_44,The arithmetic mean of first 10 prime numbers is:,CDS,Mathematics,Statistics,Statistics,Measures of Central Tendency,Arithmetic Mean,Medium,MCQ,FALSE,
Q_6_45,A train running at a speed of 60 km/h crosses a static telephone pole in 9 seconds. What is the length of,CDS,Mathematics,Arithmetic,Arithmetic,"Time, Speed and Distance",Train problems,Medium,MCQ,FALSE,
Q_6_46,What is the sum of the roots of the quadratic equation 3x² - 9x + 5 = 0?,CDS,Mathematics,Algebra,Algebra,Quadratic Equations,Properties of Roots,Easy,MCQ,FALSE,
Q_6_47,"If tan θ = 4/3, what is the value of sin θ + cos θ?",CDS,Mathematics,Trigonometry,Trigonometry,Trigonometric Ratios,"Pythagorean Identities, Basic Ratios",Medium,MCQ,FALSE,
Q_6_48,"What is the distance of the point (3, 4) from the origin?",CDS,Mathematics,Geometry,Geometry,Coordinate Geometry,Distance Formula,Easy,MCQ,FALSE,
Q_6_49,The area of a circle is 154 cm². What is its radius? (Take π = 22/7),CDS,Mathematics,Mensuration,Mensuration,Area,Area of Circle,Medium,MCQ,FALSE,
Q_6_50,"If x + 1/x = 5, what is the value of x² + 1/x²?",CDS,Mathematics,Algebra,Algebra,Algebraic Identities,Squaring expressions,Medium,MCQ,FALSE,
Q_6_51,What is the HCF of the numbers 12 and 18?,CDS,Mathematics,Arithmetic,Arithmetic,Number System,HCF and LCM,Easy,MCQ,FALSE,
Q_6_52,A shopkeeper allows a discount of 10% on the marked price of Rs. 200. What is the selling price?,CDS,Mathematics,Arithmetic,Arithmetic,Percentage,Discount,Easy,MCQ,FALSE,
Q_6_53,"What is the compound interest on Rs. 10,000 at 10% per annum for 2 years compounded annually?",CDS,Mathematics,Arithmetic,Arithmetic,Simple and Compound Interest,Compound Interest,Medium,MCQ,FALSE,
Q_6_54,What is the angle of elevation of the top of a tower of height 100m from a point 100m away from its bas,CDS,Mathematics,Trigonometry,Trigonometry,Heights and Distances,Angle of Elevation,Medium,MCQ,FALSE,
Q_6_55,What is the probability of getting a head when tossing a fair coin?,CDS,Mathematics,Statistics,Statistics,Probability,Basic Probability,Easy,MCQ,FALSE,
Q_6_56,"What is the standard deviation of a constant dataset {5, 5, 5, 5}?",CDS,Mathematics,Statistics,Statistics,Measures of Dispersion,Standard Deviation,Medium,MCQ,FALSE,
Q_6_57,"If 2^x = 32, what is the value of x?",CDS,Mathematics,Algebra,Algebra,Exponents,Solving exponential equations,Easy,MCQ,FALSE,
Q_6_58,What is the value of log₁₀ 1000?,CDS,Mathematics,Algebra,Algebra,Logarithms,Basic Logarithm Properties,Easy,MCQ,FALSE,
Q_6_59,The arithmetic mean of first 10 prime numbers is:,CDS,Mathematics,Statistics,Statistics,Measures of Central Tendency,Arithmetic Mean,Medium,MCQ,FALSE,
Q_6_60,A train running at a speed of 60 km/h crosses a static telephone pole in 9 seconds. What is the length of,CDS,Mathematics,Arithmetic,Arithmetic,"Time, Speed and Distance",Train problems,Medium,MCQ,FALSE,
Q_6_61,What is the sum of the roots of the quadratic equation 3x² - 9x + 5 = 0?,CDS,Mathematics,Algebra,Algebra,Quadratic Equations,Properties of Roots,Easy,MCQ,FALSE,
Q_6_62,"If tan θ = 4/3, what is the value of sin θ + cos θ?",CDS,Mathematics,Trigonometry,Trigonometry,Trigonometric Ratios,"Pythagorean Identities, Basic Ratios",Medium,MCQ,FALSE,
Q_6_63,"What is the distance of the point (3, 4) from the origin?",CDS,Mathematics,Geometry,Geometry,Coordinate Geometry,Distance Formula,Easy,MCQ,FALSE,
Q_6_64,The area of a circle is 154 cm². What is its radius? (Take π = 22/7),CDS,Mathematics,Mensuration,Mensuration,Area,Area of Circle,Medium,MCQ,FALSE,
Q_6_65,"If x + 1/x = 5, what is the value of x² + 1/x²?",CDS,Mathematics,Algebra,Algebra,Algebraic Identities,Squaring expressions,Medium,MCQ,FALSE,
Q_6_66,What is the HCF of the numbers 12 and 18?,CDS,Mathematics,Arithmetic,Arithmetic,Number System,HCF and LCM,Easy,MCQ,FALSE,
Q_6_67,A shopkeeper allows a discount of 10% on the marked price of Rs. 200. What is the selling price?,CDS,Mathematics,Arithmetic,Arithmetic,Percentage,Discount,Easy,MCQ,FALSE,
Q_6_68,"What is the compound interest on Rs. 10,000 at 10% per annum for 2 years compounded annually?",CDS,Mathematics,Arithmetic,Arithmetic,Simple and Compound Interest,Compound Interest,Medium,MCQ,FALSE,
Q_6_69,What is the angle of elevation of the top of a tower of height 100m from a point 100m away from its bas,CDS,Mathematics,Trigonometry,Trigonometry,Heights and Distances,Angle of Elevation,Medium,MCQ,FALSE,
