ID,Action,Question,Options
150,KEEP,"Consider the following statements on computation of density: 1. Physiological density can be computed by dividing the total population by the net cultivable area. 2. Agricultural density can be computed by dividing the total agricultural population by the net cultivable area. 3. Population density can be computed by dividing the total population by the total area. How many of the above statements is/are correct?","A. 1   |   B. 2   |   C. 3   |   D. None"
151,KEEP,"The formation of 'tors' on small rocky hills is associated with which among the following?","A. Granite   |   B. Limestone   |   C. Alluvial   |   D. Dolomite"
152,KEEP,"Consider the following statements about anticyclones: 1. Anticyclones are high pressure systems. 2. Air in the centre of the system must be subsiding. 3. Anticyclones are characterized by converging winds. How many of the above statements is/are correct?","A. 1   |   B. 2   |   C. 3   |   D. None"
153,KEEP,"Which of the following statements is/are correct? 1. The Earth's crust is brittle in nature. 2. The mean thickness of the oceanic crust is 15 km, whereas that of the continental crust is around 30 km.","A. 1 only   |   B. 2 only   |   C. Both 1 and 2   |   D. Neither 1 nor 2"
154,KEEP,"Two convex lenses have focal lengths of 50 cm and 25 cm, respectively. If these two lenses are placed in contact, then the net power of this combination will be equal to","A. +2 dioptre   |   B. +6 dioptre   |   C. -6 dioptre   |   D. +3 dioptre"
155,KEEP,"Which one of the following terms cannot represent electrical power in a circuit?","A. VI   |   B. I^2/R   |   C. I^2R   |   D. V^2/R"
156,KEEP,"The refractive index of crown glass is close to 3/2. If the speed of light in air is c, then the speed of light in the crown glass will be close to","A. (3/2)c   |   B. (4/9)c   |   C. (2/3)c   |   D. (9/4)c"
157,KEEP,"A simple pendulum having bob of mass m and length of string l has time period of T. If the mass of the bob is doubled and the length of the string is halved, then the time period of this pendulum will be","A. T   |   B. T/√2   |   C. 2T   |   D. √2T"
158,KEEP,"In which one of the following devices, the light energy is converted into the electrical energy?","A. Light-emitting diode   |   B. Laser diode   |   C. Solar cell   |   D. Transistor"
159,KEEP,"Which one of the following is not a power of Panchayats under Article 243G?","A. Land improvement   |   B. Implementation of land reforms   |   C. Land consolidation and soil conservation   |   D. Regulation of land revenue"
160,KEEP,"Match List-I with List-II and select the correct answer using the code given below the Lists: List-I (Mahamatta) | List-II (Function) A. Anta-mahamatta | 1. Women's welfare B. Ithijhakha-mahamatta | 2. Spread of Dhamma C. Dhamma-mahamatta | 3. Associated with city administration D. Nagalaviyohalaka-mahamatta | 4. In-charge of frontier areas","A. A-3, B-2, C-1, D-4   |   B. A-3, B-1, C-2, D-4   |   C. A-4, B-1, C-2, D-3   |   D. A-4, B-2, C-1, D-3"
161,KEEP,"Who among the following is the author of the Hastyayurveda?","A. Palakapya   |   B. Vagbhata   |   C. Sushruta   |   D. Charaka"
162,KEEP,"Which one of the following areas was acquired by the British under the Treaty of Deogaon, 1803?","A. Cuttack   |   B. Murshidabad   |   C. Surat   |   D. Calicut"
163,KEEP,"Consider the following statements: 1. Maharashtra State has the maximum share of national highways (length in kilometres). 2. The nature of terrain and the level of economic development is one of the reasons for the maximum share of national highways in Maharashtra. Which of the statements given above is/are correct?","A. 1 only   |   B. 2 only   |   C. Both 1 and 2   |   D. Neither 1 nor 2"
164,KEEP,"The activities or services focussed on creation, rearrangement and interpretation of new and existing ideas are referred to as","A. quaternary activities   |   B. quinary activities   |   C. tertiary activities   |   D. secondary activities"
165,KEEP,"Consider the following statements: 1. The Sharavati river creates Jog Falls. 2. The Brahmani river is formed by the confluence of the Kosi and Sankh rivers. 3. The Tamraparni is a river of Tirunelveli district of Tamil Nadu. How many of the above statements is/are correct?","A. 1   |   B. 2   |   C. 3   |   D. None"
166,KEEP,"SONAR is a device that is used to measure the distance of underwater objects by a ship. Which of the following types of waves does it use for this purpose?","A. Infrasonic waves   |   B. Sound waves in audible range for human beings   |   C. Ultrasonic waves   |   D. All of the above"
167,KEEP,"Which one of the following statements about the speed of sound waves is not correct?","A. The speed of sound waves in steel is higher than that in water.   |   B. The speed of sound waves in air decreases with increase in temperature.   |   C. The speed of sound waves in air increases with increase in temperature.   |   D. The speed of sound waves in water is higher than that in air."
168,KEEP,"The part of the human ear that converts the pressure variations associated with audible sound waves to electrical signals is","A. auditory nerve   |   B. cochlea   |   C. eardrum   |   D. eustachian tube"
169,KEEP,"Which one of the following metals is most commonly used for making filament of incandescent electric bulbs?","A. Aluminium   |   B. Silver   |   C. Copper   |   D. Tungsten"
170,KEEP,"A bullet of mass 10 g is horizontally fired with velocity 300 m s^-1 from a pistol of mass 1 kg. What is the recoil velocity of the pistol?","A. 0.3 m s^-1   |   B. 3 m s^-1   |   C. -3 m s^-1   |   D. -0.3 m s^-1"
171,KEEP,"A microphone converts","A. electrical signals to sound waves   |   B. sound waves to electrical signals   |   C. microwaves to sound waves   |   D. sound waves to microwaves"
172,KEEP,"I have known her ____ a long time.","A. since   |   B. for   |   C. at   |   D. before"
173,KEEP,"I accepted the offer ____ certain conditions.","A. on   |   B. in   |   C. by   |   D. within"
174,KEEP,"She is a woman ____ humble origin.","A. off   |   B. of   |   C. from   |   D. within"
175,KEEP,"There is no cure ____ the common cold.","A. for   |   B. of   |   C. to   |   D. on"
176,KEEP,"I ran ____ John yesterday, and it was a pleasant surprise.","A. by   |   B. off   |   C. beside   |   D. into"
177,KEEP,"My grandmother enjoyed boating ____ the lovely lake.","A. in   |   B. on   |   C. beside   |   D. within"
178,KEEP,"He visits the needy to relieve them ____ their sufferings and poverty.","A. from   |   B. off   |   C. of   |   D. on"
179,KEEP,"New Zealand is considered part of which one of the following island groups?","A. Micronesia   |   B. Melanesia   |   C. Polynesia   |   D. Hawaii Island chain"
180,KEEP,"According to Article 79 of the Constitution of India, which of the following is/are described as a part of Parliament of India?","A. 1 only   |   B. 1 and 2 only   |   C. 2 and 3 only   |   D. 1, 2 and 3"
181,KEEP,"The Five Year Plan was first launched in","A. China   |   B. USSR   |   C. India   |   D. Bhutan"
182,KEEP,"The call for Garibi Hatao was incorporated in","A. Fourth Five Year Plan   |   B. Fifth Five Year Plan   |   C. Sixth Five Year Plan   |   D. Seventh Five Year Plan"
183,KEEP,"Match List I with List II and select the correct answer using the code given below the Lists: List I (Major Objective) A. Faster and more inclusive growth B. Faster, more inclusive and sustainable growth C. Correction of disequilibrium caused by Second World War D. Attaining self-reliance List II (Five Year Plan) 1. First 2. Fifth 3. Eleventh 4. Twelfth","A. A-3, B-1, C-4, D-2   |   B. A-3, B-4, C-1, D-2   |   C. A-2, B-4, C-1, D-3   |   D. A-2, B-1, C-4, D-3"
184,KEEP,"Which one of the following Directive Principles was inserted by the Constitution (42nd Amendment) Act, 1976?","A. The State shall minimise inequalities in income   |   B. Equal justice and free legal aid   |   C. Promotion of co-operative societies   |   D. Provision for early childhood care"
185,KEEP,"A common High Court for two or more states can be established by","A. a law passed by the Parliament   |   B. an order of the Supreme Court of India   |   C. an order of the President of India   |   D. an amendment to the Constitution of India"
186,KEEP,"In the year 1928, a committee of Congress leaders drafted a Constitution for India. The Committee was headed by","A. Mahatma Gandhi   |   B. T. B. Sapru   |   C. Motilal Nehru   |   D. Jawaharlal Nehru"
187,KEEP,"Which one of the following statements about Jaipal Singh is NOT correct?","A. He was a member of the Constituent Assembly   |   B. He founded the Adivasi Maha Sabha   |   C. He was the captain of the first Indian national hockey team   |   D. He campaigned for a separate state of Chhattisgarh"
188,KEEP,"What is 'Tikki Mausi' in the context of Malnutrition?","A. A specially packaged food item   |   B. A mascot   |   C. Name of a scheme   |   D. Name given to the healthcare providers"
189,KEEP,"Which one of the following is the oldest scientific department of Government of India?","A. Department of Biotechnology   |   B. Survey of India   |   C. India Meteorological Department   |   D. DRDO"
190,KEEP,"Koneru Humpy excels in which one of the following sports?","A. Boxing   |   B. Table Tennis   |   C. Chess   |   D. Billiards"
191,KEEP,"Chalk and marble are different forms of","A. Calcium hydrogen carbonate   |   B. Calcium carbonate   |   C. Calcium acetate   |   D. Sodium carbonate"
192,KEEP,"The number of maximum electrons in N Shell is","A. 2   |   B. 8   |   C. 18   |   D. 32"
193,KEEP,"Vinegar is also known as","A. ethanoic acid   |   B. nitric acid   |   C. sulphuric acid   |   D. tartaric acid"
194,KEEP,"Which of the following statements is NOT correct regarding the travel of sound waves?","A. Sound waves can travel through water   |   B. Sound waves can travel through air   |   C. Sound waves can travel through steel   |   D. Sound waves can travel through vacuum"
195,KEEP,"Deendayal Port is located at","A. Kerala   |   B. Gujarat   |   C. Maharashtra   |   D. Goa"
196,KEEP,"Which one of the following cities is associated with Biosafety Protocol to the Convention on Biological Diversity (2000)?","A. Geneva   |   B. Nairobi   |   C. Cartagena   |   D. Rio de Janeiro"
197,KEEP,"Krishna Raja Sagara Dam/Reservoir is developed on","A. river Krishna   |   B. river Tungabhadra   |   C. river Godavari   |   D. river Kavery"
198,KEEP,"Which one of the following Indian states does NOT share international border with two or more countries?","A. Arunachal Pradesh   |   B. Assam   |   C. Mizoram   |   D. Tripura"
199,KEEP,"According to Census of India, 2011, which one among the following is the least populated state in India?","A. Maharashtra   |   B. Madhya Pradesh   |   C. Odisha   |   D. Punjab"
200,KEEP,"The speakers of major Indian languages belong to how many language families?","A. Two   |   B. Three   |   C. Four   |   D. Six"
201,KEEP,"Where did Gandhiji initially forge the techniques of Satyagraha?","A. England   |   B. South Africa   |   C. North Africa   |   D. India"
202,KEEP,"Who was the Viceroy of India at the time of Gandhiji's Dandi march?","A. Lord Irwin   |   B. Lord Linlithgow   |   C. Lord Reading   |   D. Lord Willingdon"
203,KEEP,"Which one among the following American newsmagazines was highly sceptical of Gandhiji's Dandi march initially but within a week completely changed its opinion and saluted him as a Saint and Statesman?","A. Saturday Evening Post   |   B. Readers Digest   |   C. Time   |   D. Life"
204,KEEP,"In which of the following years were passenger trains introduced in England?","A. 1823   |   B. 1825   |   C. 1848   |   D. 1861"
